Phrase,label
"if you appreciate the one-sided theme to Lawrence 's over-indulgent tirade , then knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .",Negative
is so consistently unimaginative that probably the only way to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys,Negative
amusing,Positive
"another of his open-faced , smiling madmen",Positive
is -RRB- the comedy equivalent of Saddam Hussein,Negative
is a good indication of how serious-minded the film is,Positive
Evokes,Positive
is a children 's film in the truest sense .,Positive
to place blame,Negative
A positively thrilling combination,Positive
tricky and satisfying as any of David,Positive
the raunch in favor of gags that rely on the strength of their own cleverness,Positive
-LRB- An -RRB- absorbing documentary .,Positive
strong,Positive
Report card : Does n't live up to the exalted tagline,Negative
"single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",Positive
... a thoughtful what-if for the heart as well as the mind .,Positive
filmmaking that is plainly dull and visually ugly when it is n't incomprehensible,Negative
we do n't like,Negative
comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,Positive
", sets the tone for a summer of good stuff",Positive
are poorly,Negative
amusing sidekicks,Positive
sweet and modest,Positive
An awkwardly contrived exercise,Negative
Devos,Negative
spirituality that are powerful and moving without stooping to base melodrama,Positive
"is Oedekerk 's realization of his childhood dream to be in a martial-arts flick , and proves that sometimes the dreams of youth should remain just that",Negative
is a sweet and modest and ultimately winning story,Positive
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills --,Positive
it one of the best war movies ever made,Positive
"Violent , vulgar and forgettably",Negative
drag as soon as the action speeds up,Negative
the adrenaline jolt,Positive
goes overboard,Negative
lose,Negative
"sweet , even delectable",Positive
a sharp movie,Positive
want nothing else than to show us a good time,Positive
above all,Positive
'' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .,Positive
is a plodding mess,Negative
brilliantly,Positive
life-changing,Positive
"engaging filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",Positive
a Shakespearean tragedy,Negative
at the expense of those who paid for it and those who pay to see it,Negative
a very good time at the cinema,Positive
time frame right,Positive
"one can honestly describe as looking , sounding and simply feeling like no other film in recent history",Positive
a superior horror flick,Positive
Intriguing and downright intoxicating .,Positive
exalted,Positive
is a sweet and modest and ultimately winning story .,Positive
is more interested in entertaining itself than in amusing us,Negative
interested in entertaining itself,Positive
of ` laugh therapy ',Positive
only has about 25 minutes of decent material .,Negative
Less the sensational true-crime hell-jaunt purists might like and more experimental in its storytelling -LRB- though no less horrifying for it -RRB- .,Positive
an enjoyable 100 minutes in a movie theater,Positive
a leap from pinnacle to pinnacle,Positive
"'s as comprehensible as any Dummies guide , something",Negative
"the unnamed , easily substitutable forces that serve as whatever terror the heroes of horror movies try to avoid",Negative
Aggressive self-glorification and a manipulative whitewash .,Negative
horrifying,Negative
"It 's more enjoyable than I expected , though , and that 's because the laughs come from fairly basic comedic constructs .",Positive
funny in the middle of sad in the middle of hopeful,Positive
"quiet , introspective and entertaining independent",Positive
that efforts toward closure only open new wounds,Negative
highlight,Positive
"has created a film that one can honestly describe as looking , sounding and simply feeling like no other film in recent history",Positive
offers flickering reminders of the ties that bind us .,Positive
flatly,Negative
The Spalding Gray equivalent of a teen gross-out comedy,Negative
a sweet and modest,Positive
gives new meaning to the phrase ` fatal script error . ',Negative
into a battle of wills that is impossible to care about and is n't very funny,Negative
pervasive,Positive
Eric,Positive
Love -- very much a Hong Kong movie,Positive
's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another,Negative
even better,Positive
Daughter From Danang reveals that efforts toward closure only open new wounds .,Negative
of what made old-time B movies good-bad that makes Eight Legged Freaks a perfectly entertaining summer diversion,Positive
There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up,Negative
", the film is just a corny examination of a young actress trying to find her way .",Negative
The film can depress you about life itself .,Negative
finally revel in its splendor,Positive
the cliches,Negative
show than well-constructed narrative,Positive
uplifting,Positive
"Hatfield and Hicks make the oddest of couples , and in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications .",Positive
sustain interest to the end,Positive
A slight but sweet film .,Positive
supernatural thriller,Positive
", provocative drama",Positive
to lose the smug self-satisfaction usually associated with the better private schools,Negative
adds an almost constant mindset of suspense,Positive
young romantics,Positive
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows,Positive
that plays things so nice,Positive
feature-length,Positive
strong case,Positive
makes for some glacial pacing,Negative
"serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool",Positive
uplifting and,Positive
tender movements,Positive
as if the movie is more interested in entertaining itself than in amusing us,Negative
veers,Negative
say something about its subjects,Positive
fan,Positive
a visually masterful work of quiet power,Positive
difficult but worthy,Positive
"is many things -- stoner midnight flick , sci-fi deconstruction , gay fantasia -- but above all it 's a love story as sanguine as its title .",Positive
Disney scrape the bottom of its own cracker barrel,Negative
rich and,Positive
daring and verve,Positive
distractions,Negative
adrenaline jolt,Positive
Importance,Positive
There 's very little sense to what 's going on here,Negative
a thoughtful what-if for the heart as well as the mind .,Positive
have the highest production values you 've ever seen,Positive
", this one is a sweet and modest and ultimately winning story .",Positive
so intimate and,Positive
quality,Positive
very little sense,Negative
Monte Cristo smartly emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds .,Positive
Witty,Positive
the filmmaker would disagree,Negative
a renowned Indian film culture,Positive
"The movie is silly beyond comprehension ,",Positive
Its generic villains lack any intrigue -LRB- other than their funny accents -RRB- and the action scenes are poorly delivered,Negative
seamless,Positive
's like going to a house party and watching the host defend himself against a frothing ex-girlfriend .,Negative
uninspired .,Negative
placing their parents,Positive
embarrassingly ham-fisted sex jokes,Negative
as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters,Positive
dupe the viewer into taking it all as Very Important,Negative
Shakespeare,Negative
"A triumph , a film that hews out a world and carries us effortlessly from darkness to light",Positive
the unsettling images of a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,Positive
does n't give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,Negative
thoughtful and surprisingly affecting portrait,Positive
us,Positive
"Sillier , cuter , and shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema .",Positive
with a degree of randomness usually achieved only by lottery drawing,Negative
Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process,Positive
Jolting,Positive
is n't a very involving one,Negative
"Sillier , cuter",Positive
"another we do n't believe , and puts them into a battle of wills that is impossible to care about and is n't very funny",Negative
leave,Negative
"under the skin of a man we only know as an evil , monstrous lunatic",Negative
"those crass , contrived sequels",Negative
provocative drama,Positive
because the movie is ugly to look at and not a Hollywood product,Negative
impeccable,Positive
freakish,Positive
Full,Positive
spooky and subtly,Positive
"we had to endure last summer ,",Negative
the proper conviction,Positive
makes it seem,Positive
too much,Negative
"If you saw it on TV , you 'd probably turn it off , convinced that you had already seen that movie .",Negative
perverse,Negative
are hardly enough,Negative
Malcolm D. Lee,Positive
of rot and hack,Negative
"in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense",Positive
"be funny , uplifting and moving",Positive
300 years of Russian history and culture,Positive
powerful and moving without stooping to base melodrama,Positive
considerable,Positive
is the kind of production that would have been funnier if the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,Negative
rouses us .,Positive
reveals that efforts toward closure only open new wounds,Positive
"the kind of lush , all-enveloping movie experience",Positive
celebrates,Positive
great deal,Positive
a really special walk in the woods,Positive
"gets a bit heavy handed with his message at times , and has a visual flair that waxes poetic far too much for our taste",Negative
works spectacularly well ...,Positive
a sharp movie about otherwise dull subjects,Positive
Report card : Does n't live up to the exalted tagline - there 's definite room for improvement .,Negative
masterful,Positive
feels as if the movie is more interested in entertaining itself than in amusing us,Negative
"an artist who is simply tired -- of fighting the same fights , of putting the weight of the world on his shoulders , of playing with narrative form",Negative
visual flair,Positive
"is a brilliantly played , deeply unsettling experience",Positive
", violent , self-indulgent and maddening",Negative
simply feeling like no other film in recent history,Positive
likes,Positive
everything you 'd expect -- but nothing more,Negative
earnest dramaturgy,Positive
mighty,Positive
", Ivan is a prince of a fellow",Positive
recognizable,Positive
you 'd swear you,Positive
Scarcely worth a mention,Negative
is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,Negative
"looking , sounding and simply feeling like no other film in recent history",Positive
the rest is just an overexposed waste of film,Negative
never veers from its comic course,Positive
a date,Positive
scratch a hole in your head,Negative
lazy for a movie,Negative
to avoid,Negative
dared to mess with some powerful people,Negative
"'s the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep",Positive
ultimately winning story,Positive
endless,Negative
his heart,Positive
villains,Negative
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause",Positive
get bogged down in earnest dramaturgy,Negative
mildly enjoyable,Positive
Beating the Austin Powers films at their own game,Positive
spiritual survival,Positive
cares,Positive
hooked,Positive
There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ;,Negative
law to be discerned here that producers would be well to heed,Negative
cheap,Negative
A little weak,Negative
B-movie,Negative
But they do n't fit well together and neither is well told .,Negative
In the Mood for Love -- very much a Hong Kong movie,Positive
smart,Positive
you had already seen that movie,Negative
Charming and,Positive
proud,Positive
Scarcely worth a mention apart from reporting on the number of tumbleweeds blowing through the empty theatres,Negative
Ivan is a prince of a fellow,Positive
the phrase ` fatal script error,Negative
As inept,Negative
"their cheap , B movie way",Negative
funny,Positive
comprehensible,Positive
A surprisingly ` solid ' achievement,Positive
slight but sweet,Positive
good-natured and never dull,Positive
'm just about ready to go to the U.N. and ask permission for a preemptive strike,Negative
Storytelling feels slight .,Negative
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American",Positive
prove more potent and riveting than the unlikely story of Sarah and Harrison,Positive
well-made,Positive
"gets a bit heavy handed with his message at times , and",Negative
a tragedy,Negative
barely defensible sexual violence,Negative
good,Positive
downward,Negative
"A triumph ,",Positive
the director had released the outtakes theatrically and used the film as a bonus feature on the DVD,Positive
"a fascinating , compelling story",Positive
the tone for a summer of good stuff,Positive
blab,Negative
"A smart ,",Positive
offbeat humor,Positive
is well told,Positive
welcome relief,Positive
to provide an enjoyable 100 minutes in a movie theater,Positive
rouses us,Positive
"A smart , provocative drama that does the nearly impossible",Positive
any creature-feature fan,Positive
matches the page-turning frenzy that Clancy creates .,Positive
wo n't be disappointed,Positive
"any Dummies guide , something",Negative
sitting through this one,Negative
Austin Powers in Goldmember '' has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end .,Positive
avoid solving one problem by trying to distract us with the solution to another,Negative
strong themes,Positive
charmer,Positive
"They works spectacularly well ... A shiver-inducing , nerve-rattling ride .",Positive
"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep .",Positive
in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested,Negative
levity,Positive
You get the impression that writer and director Burr Steers knows the territory ... but his sense of humor has yet to lose the smug self-satisfaction usually associated with the better private schools .,Negative
"evanescent , seamless and sumptuous stream",Positive
is right at home in this French shocker playing his usual bad boy weirdo role .,Positive
a successful one,Positive
it is n't that funny,Negative
in the middle of hopeful,Positive
"still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival",Positive
do n't see the point,Negative
some visual virtues,Positive
Shyamalan should stop trying to please his mom .,Negative
", the way to that destination is a really special walk in the woods .",Positive
hews out a world and carries us effortlessly from darkness to light,Positive
"It 's not a particularly good film ,",Negative
to have saved the film is with the aid of those wisecracking Mystery Science Theater 3000 guys,Positive
will find the new scenes interesting,Positive
a perfect performance,Positive
impossible to care about,Negative
potent and,Positive
is romantic comedy boilerplate from start to finish,Positive
is among Wiseman 's warmest,Positive
needless chase scenes and swordfights as the revenge unfolds,Negative
` refreshing,Positive
their own cleverness,Positive
introspective and entertaining,Positive
given audiences,Positive
"The punch lines that miss , unfortunately , outnumber the hits by three-to-one .",Negative
and ultimately the victim -RRB-,Negative
"know as an evil , monstrous lunatic",Negative
"There 's very little sense to what 's going on here ,",Negative
its convolutions,Negative
as it is spooky and subtly in love with myth,Positive
enjoy,Positive
recommend Snow Dogs,Positive
the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,Positive
what 's going on here,Negative
"does n't end up having much that is fresh to say about growing up Catholic or , really , anything .",Negative
"cheap , B movie way",Negative
his greatest triumph,Positive
soothe and break,Positive
"Swinging , the film makes it seem , is not a hobby that attracts the young and fit .",Negative
Nothing more than an amiable but unfocused bagatelle that plays like a loosely-connected string of acting-workshop exercises .,Negative
various amusing sidekicks,Positive
fresh,Positive
generic,Negative
denouement,Negative
speeds up,Positive
"fact , even better",Positive
Robert Harmon 's less-is-more approach,Positive
open-faced,Positive
its predecessors proud,Positive
engaging characters,Positive
eventually goes overboard with a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub .,Negative
"All in all , it 's a pretty good execution of a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own .",Positive
is masterful .,Positive
more X,Positive
gives her best,Positive
amazing slapstick,Positive
manipulative whitewash,Negative
whatever terror the heroes of horror movies try to avoid,Negative
"Poor editing , bad bluescreen , and ultra-cheesy dialogue highlight the radical action .",Negative
"upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",Positive
"the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes",Positive
simply because the movie is ugly to look at and not a Hollywood product,Negative
"This movie may not have the highest production values you 've ever seen , but it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep",Positive
could hate it for the same reason .,Negative
uninspired,Negative
"The movie is silly beyond comprehension , and even if it were n't silly , it would still be beyond comprehension .",Negative
"A smart , arch and rather cold-blooded comedy .",Positive
when it is n't incomprehensible,Negative
potent,Positive
's a great deal of corny dialogue and preposterous moments,Negative
"Claude Chabrol 's camera has a way of gently swaying back and forth as it cradles its characters , veiling tension beneath otherwise tender movements .",Positive
high hilarity,Positive
emphasizes the well-wrought story and omits needless chase scenes and swordfights as the revenge unfolds,Positive
has a visual flair that waxes poetic far too much for our taste,Negative
thrilling,Positive
human nature,Positive
"It 's more enjoyable than I expected , though , and",Positive
TV,Positive
to show us a good time,Positive
is a plodding mess .,Negative
"it 's as comprehensible as any Dummies guide , something even non-techies can enjoy .",Positive
heartfelt,Positive
More sophisticated and literate than such pictures usually are,Positive
"for quality and a nostalgic , twisty yarn that will keep them guessing",Positive
The performances are an absolute joy .,Positive
Entertains,Positive
"abandoned ,",Negative
entertaining,Positive
filmmaking that is plainly dull and visually ugly when it is n't incomprehensible .,Negative
"300 years of Russian history and culture compressed into an evanescent , seamless and sumptuous stream of consciousness .",Positive
capability to soothe and break your heart with a single stroke,Positive
like going to a house party and watching the host defend himself against a frothing ex-girlfriend,Negative
better,Positive
Kim Ki-Deok seems to have in mind an -LRB- emotionally at least -RRB- adolescent audience demanding regular shocks and bouts of barely defensible sexual violence to keep it interested .,Negative
deepest tragedies,Negative
"failing , ultimately",Negative
You get the impression that writer and director Burr Steers knows the territory ...,Positive
"America , history",Positive
The punch lines,Positive
whatever,Negative
add,Positive
As tricky and satisfying as any of David Mamet 's airless cinematic shell games .,Positive
a heartfelt story,Positive
Proves that some movie formulas do n't need messing with,Positive
As inept as big-screen remakes of The Avengers and The Wild Wild West .,Negative
"offbeat humor , amusing characters , and a happy ending",Positive
"gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",Positive
into parapsychological phenomena and the soulful nuances,Positive
destruction,Negative
a plodding mess,Negative
is masterful,Positive
This is a heartfelt story,Positive
aborted attempts,Negative
tenderness,Positive
struggle furiously,Negative
but none of which amounts to much of a story,Negative
epic,Positive
Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances of the grieving process .,Positive
so intimate,Positive
recommended,Positive
"the grace to call for prevention rather than to place blame , making it one of the best war movies ever made",Positive
that plays like a loosely-connected string of acting-workshop exercises,Negative
recommend,Positive
more experimental in its storytelling,Positive
"An unsettling , memorable cinematic experience that",Positive
depress you about life itself,Negative
a corny examination,Negative
takes a sudden turn and devolves,Negative
that is plainly dull and visually ugly when it is n't incomprehensible,Negative
make a terrific 10th-grade learning tool,Positive
special,Positive
macabre,Negative
generate enough heat,Positive
an almost constant mindset of suspense,Positive
"Written , flatly",Negative
A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people,Positive
"we only know as an evil , monstrous lunatic",Negative
stirring,Positive
It gets the details of its time frame right,Positive
rehashes several old themes,Negative
mawkish,Negative
has the right stuff for silly summer entertainment and has enough laughs to sustain interest to the end,Positive
is better than any summer blockbuster,Positive
very funny,Positive
has about 25 minutes of decent material .,Positive
something different,Positive
any insight,Positive
wears out,Negative
get more re-creations of all those famous moments,Positive
"A smart , provocative drama that does the nearly impossible : It gets under the skin of a man we only know as an evil , monstrous lunatic .",Positive
rut,Negative
beautiful stars,Positive
terrific,Positive
"Poor editing , bad bluescreen",Negative
of good stuff,Positive
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera",Positive
's because the laughs come from fairly basic comedic constructs,Positive
ugly to look at and not a Hollywood product,Negative
"-LRB- Cho 's face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",Positive
sumptuous stream,Positive
evil,Negative
who is simply tired,Negative
a very good time,Positive
than romantic,Positive
one of world cinema 's most wondrously gifted artists,Positive
", deeply unsettling experience",Negative
"'s as comprehensible as any Dummies guide , something even non-techies can enjoy .",Positive
... is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics .,Positive
navigates a fast fade into pomposity and pretentiousness,Negative
a manipulative whitewash,Negative
"Sillier , cuter , and",Positive
is so intimate and sensual and funny and psychologically self-revealing that it makes most of what passes for sex in the movies look like cheap hysterics,Positive
"filmmaking that should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",Positive
Poor,Negative
Run for your lives !,Negative
"Beating the Austin Powers films at their own game , this blaxploitation spoof downplays the raunch in favor of gags that rely on the strength of their own cleverness as opposed to the extent of their outrageousness .",Positive
"in this sense the movie becomes a study of the gambles of the publishing world , offering a case study that exists apart from all the movie 's political ramifications",Positive
fest that 'll put hairs on your chest .,Positive
right at home,Positive
right,Positive
pomposity,Negative
", the movie is a silly -LRB- but not sophomoric -RRB- romp through horror and hellish conditions .",Positive
confident,Positive
peppering the pages with memorable zingers,Positive
"Using a stock plot , About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",Positive
", Hartley created a monster but did n't know how to handle it .",Negative
a scruffy,Negative
is plainly dull and visually ugly when it is n't incomprehensible,Negative
victim,Negative
does n't leave you with much .,Negative
needless,Negative
insanely violent,Negative
"Provides the kind of ` laugh therapy ' I need from movie comedies -- offbeat humor , amusing characters , and a happy ending",Positive
complications,Negative
slip into the modern rut of narrative banality,Negative
"Keenly observed and refreshingly natural , Swimming gets the details right , from its promenade of barely clad bodies in Myrtle Beach , S.C. , to the adrenaline jolt of a sudden lunch rush at the diner .",Positive
a coma-like state,Negative
care,Positive
lush,Positive
with the solution to another,Positive
is also imbued with strong themes of familial ties and spirituality that are powerful and moving without stooping to base melodrama,Positive
There 's a scientific law to be discerned here that producers would be well to heed,Negative
convincing case,Positive
confident filmmaking,Positive
"grace to call for prevention rather than to place blame , making it one of the best war movies ever made",Positive
tumbleweeds,Negative
dizzily gorgeous,Positive
an artist who is simply tired --,Negative
's a fairy tale that comes from a renowned Indian film culture that allows Americans to finally revel in its splendor,Positive
generous and,Positive
", even delectable",Positive
A mawkish self-parody that plays like some weird Masterpiece Theater sketch with neither a point of view nor a compelling reason for being,Negative
otherwise dull subjects,Negative
in the truest sense,Positive
"indie of the year ,",Positive
potent and riveting,Positive
It almost feels as if the movie is more interested in entertaining itself than in amusing us .,Negative
the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,Positive
"intoxicatingly sexy , violent , self-indulgent and maddening",Positive
watching Disney scrape the bottom of its own cracker barrel,Negative
"hungry for quality and a nostalgic , twisty yarn that will keep them guessing",Positive
far too much for our taste,Negative
impressed,Positive
laugh therapy ',Positive
rather convoluted journey,Negative
macabre and,Negative
comedic,Positive
college,Positive
its intended audience -- children --,Positive
Evokes the style and flash of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,Positive
"was essentially ,",Positive
soulful,Positive
spectacularly well,Positive
wrong,Negative
rip-roaring comedy action,Positive
"It lets you brush up against the humanity of a psycho , without making him any less psycho .",Positive
the dreams of youth,Positive
used the film as a bonus feature on the DVD,Negative
than their funny accents,Positive
"Narratively , Trouble Every Day is a plodding mess .",Negative
's like a drive-by,Negative
a sweet and modest and ultimately winning story,Positive
the one-sided theme,Negative
to care about,Positive
a loony melodramatic denouement in which a high school swimming pool substitutes for a bathtub,Negative
Americans to finally revel in its splendor,Positive
Earnest and tentative,Positive
go to the U.N. and ask permission for a preemptive strike,Negative
is simply no doubt that this film asks the right questions at the right time in the history of our country,Positive
a familiar anti-feminist equation -LRB- career - kids = misery -RRB-,Positive
discerned here that producers would be well to heed,Negative
error,Negative
"It 's more enjoyable than I expected , though ,",Positive
overexposed,Negative
The movie 's progression into rambling incoherence gives new meaning to the phrase ` fatal script error . ',Negative
"Perhaps it 's cliche to call the film ` refreshing , ' but it is",Positive
often surprising,Positive
visually,Positive
who might enjoy this,Positive
is just a corny examination of a young actress trying to find her way .,Negative
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people , seen through the eyes of the idealistic kid who chooses to champion his ultimately losing cause .",Positive
As tricky and satisfying as any of David,Positive
"also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes",Positive
beautifully sung,Positive
depress,Negative
are an absolute joy .,Positive
nothing,Negative
fights,Negative
amusing us,Positive
crafted,Positive
it is spooky and subtly in love with myth,Positive
add much-needed levity,Positive
gorgeous,Positive
"'s face is -RRB- an amazing slapstick instrument ,",Positive
's insanely violent and very graphic,Negative
ambition,Positive
delicious pulpiness,Positive
gets the tone just right -- funny in the middle of sad in the middle of hopeful .,Positive
The whole film has this sneaky feel to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product .,Negative
staring,Positive
do n't fit well together,Negative
"Written , flatly , by David Kendall and",Negative
will find the movie,Positive
has the right stuff for silly summer entertainment and,Positive
sincere,Positive
so consistently unimaginative,Negative
winning story,Positive
soap opera,Negative
vapid actor 's exercise to appropriate the structure of Arthur Schnitzler 's Reigen,Negative
"is an epic , but also a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history",Positive
the empty theatres,Negative
"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",Positive
the modern rut of narrative banality,Negative
on the strength of their own cleverness,Positive
"A positively thrilling combination of ethnography and all the intrigue , betrayal , deceit and murder of a Shakespearean tragedy or a juicy soap opera .",Positive
Uneven but a lot of fun .,Positive
is just a corny examination of a young actress trying to find her way,Negative
"Mr. Polanski is in his element here : alone , abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival .",Positive
rambling,Negative
triumphantly,Positive
Offers the flash of rock videos fused with solid performances and eerie atmosphere .,Positive
"A smart , provocative drama",Positive
that try too hard to be mythic,Negative
right-thinking ' films,Positive
", abandoned , but still consoled by his art , which is more than he has ever revealed before about the source of his spiritual survival",Positive
revealed before about the source of his spiritual survival,Positive
Initial strangeness inexorably gives way to rote sentimentality,Positive
which is worth seeing,Positive
poetry,Positive
good indication,Positive
a hard time sitting through this one,Negative
the Q in Quirky,Positive
Well-done supernatural thriller with keen insights into parapsychological phenomena and the soulful nuances,Positive
's one of the few ` cool ' actors who never seems aware of his own coolness .,Positive
a hard time,Negative
a beautifully sung holiday carol,Positive
"quality and a nostalgic , twisty yarn that will keep them guessing",Positive
show us a good time,Positive
"Now as a former Gong Show addict , I 'll admit it , my only complaint is that we did n't get more re-creations of all those famous moments from the show .",Positive
a bit heavy handed with his message at times,Negative
A triumph,Positive
sensational,Positive
enthusiasm,Positive
of the double-cross that made Mamet 's `` House of Games '' and last fall 's `` Heist '' so much fun,Positive
poorly,Negative
fest that 'll put hairs on your chest,Positive
dark little morality tale,Positive
a screwed-up man,Negative
seems aware of his own coolness,Positive
that will leave you wondering about the characters ' lives after the clever credits roll,Positive
"Cinema Paradiso will find the new scenes interesting , but",Positive
asks the right questions,Positive
"describe as looking , sounding and simply feeling like no other film in recent history",Positive
than well-constructed narrative,Positive
", this sad , occasionally horrifying but often inspiring film is among Wiseman 's warmest .",Positive
"shorter than the first -LRB- as best I remember -RRB- , but still a very good time at the cinema",Positive
"a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense",Positive
has the sizzle of old news that has finally found the right vent -LRB- accurate,Positive
"Not about scares but a mood in which an ominous , pervasive , and unknown threat lurks just below the proceedings and adds an almost constant mindset of suspense",Positive
the soulful nuances,Positive
a story that 's a lot richer than the ones Hollywood action screenwriters usually come up with on their own,Positive
's not a particularly good film,Negative
blown up to the size of a house,Positive
trying to please his mom,Positive
"of his first film , The Full Monty ,",Negative
"should attract upscale audiences hungry for quality and a nostalgic , twisty yarn that will keep them guessing",Positive
"it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep",Positive
you cross toxic chemicals with a bunch of exotic creatures,Positive
wonderful,Positive
it takes off in totally unexpected directions and keeps on going,Positive
value or merit,Positive
disagree,Positive
resonant gem,Positive
A difficult but worthy film that bites off more than it can chew by linking the massacre,Positive
revelatory and,Positive
narrative banality,Negative
B-movie thrillers,Positive
beneath otherwise tender movements,Positive
detailing,Positive
tackled a meaty subject and,Positive
's little to recommend Snow Dogs,Negative
"-LRB- Green is -RRB- the comedy equivalent of Saddam Hussein , and I 'm just about ready to go to the U.N. and ask permission for a preemptive strike .",Negative
does n't,Negative
curiosity factors,Positive
aware of his own coolness,Positive
demanding,Negative
achieving some honest insight into relationships,Positive
bonus,Positive
A surprisingly ` solid ' achievement by director Malcolm D. Lee and writer John Ridley,Positive
"-- stoner midnight flick , sci-fi deconstruction , gay fantasia --",Negative
"arriving at a particularly dark moment in history , it offers flickering reminders of the ties that bind us .",Positive
mesmerizing cinematic poem,Positive
"As a feature-length film , it wears out its welcome as tryingly as the title character .",Negative
"Being Earnest , so thick with wit it plays like a reading from Bartlett 's Familiar Quotations",Positive
the earnest emotional core,Positive
from reporting on the number of tumbleweeds blowing through the empty theatres,Negative
"sure the filmmaker would disagree , but , honestly , I do n't see the point",Negative
the runaway success,Positive
pretty good,Positive
's cliche to call the film ` refreshing,Negative
a corny examination of a young actress trying to find her way,Negative
"'m sure the filmmaker would disagree , but , honestly , I do n't see the point .",Negative
"Thanks largely to Williams , all the interesting developments are processed in 60 minutes -- the rest is just an overexposed waste of film .",Negative
carries us effortlessly,Positive
on the delicious pulpiness of its lurid fiction,Positive
"This quiet , introspective and entertaining independent is worth seeking .",Positive
the delicious pulpiness,Positive
is simply no doubt that this film asks the right questions at the right time in the history of our country .,Positive
The major problem,Negative
a fast fade,Negative
"failing , ultimately , to make something bigger out of its scrapbook of oddballs",Negative
