Phrase,Sentiment
Festers in just such a dungpile that you 'd swear you,0
captures the innocence and budding demons within a wallflower,3
Real Women Have Curves wears its empowerment on its sleeve,3
's all a rather shapeless good time,3
hold dear about cinema,3
remarkably alluring film,4
little gem,4
"picked me up , swung me around , and dropped me back in my seat with more emotional force than any other recent film",3
"A rock-solid gangster movie with a fair amount of suspense , intriguing characters and bizarre bank robberies , plus a heavy dose of father-and-son dynamics .",3
effecting,3
"It 's a sweet , laugh-a-minute crowd pleaser that lifts your spirits as well as the corners of your mouth .",3
is n't,1
's informative and breathtakingly spectacular,4
The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic .,0
A stylish cast,4
sense of humor,3
please people,3
in its own direction,3
has its rewards,4
that I 'll never listen to Marvin Gaye or the Supremes the same way again,3
execution,2
Catholic or,2
intelligence and,3
generous and subversive,3
"funny , subtle , and resonant",3
", Ryan Gosling -LRB- Murder By Numbers -RRB- delivers a magnetic performance .",4
are gorgeous and finely detailed,4
pacing,2
Nothing but an episode of Smackdown !,1
too hard to be mythic,1
"an intelligent , realistic portrayal of testing boundaries",4
terrific as Rachel,4
was longer than an hour,3
"try to balance pointed , often incisive satire and unabashed sweetness , with results that are sometimes bracing , sometimes baffling and quite often , and in unexpected ways , touching",3
"unpretentious , charming , quirky , original",4
undemanding action movies with all the alacrity of their Hollywood counterparts,1
the film buzz and whir,3
come when various characters express their quirky inner selves,3
the airhead movie business,1
Audiard successfully maintains suspense on different levels throughout a film that is both gripping and compelling .,4
The Avengers and,2
is still worth,3
to nail the spirit-crushing ennui of denuded urban living without giving in to it,3
the relationships were wonderful,4
overcoming-obstacles sports-movie triumph,3
call Reno a great film,4
A deft,3
has fashioned an absorbing look at provincial bourgeois French society .,3
reason to be in the theater beyond Wilde 's wit and the actors ' performances,2
"cleaner , and deeper",3
a talent,3
"Brings to a spectacular completion one of the most complex , generous and subversive artworks of the last decade",4
"great , fiery passion",4
"Efficient ,",3
Abandon '' will leave you wanting to abandon the theater .,0
plot,2
with a decent sense of humor and plenty of things that go boom,3
a story,2
jaw-dropping action sequences,4
"A graceful , moving tribute to the courage of New York 's finest and a nicely understated expression of the grief",4
developments,2
"librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized",3
the zip is gone,1
"cheesy backdrops , ridiculous action sequences",0
"Give Shapiro , Goldman , and Bolado credit for good intentions",3
"Newcastle , the first half of Gangster No. 1 drips with style and , at times ,",4
gives new meaning,2
of the gambles of the publishing world,2
", an interesting and at times captivating take on loss and loneliness .",3
overwhelmingly positive portrayal,4
trusts the story it sets out to tell .,3
his best screen,3
promise,3
"An intelligent , multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation",3
always hilarious,4
forgive the flaws and love the film,3
keen,3
The large-format film is well suited to capture these musicians in full regalia and the incredible IMAX sound system lets you feel the beat down to your toes .,4
humor and,3
gambles,2
Myrtle,2
season,3
"repellent to fully endear itself to American art house audiences , but it is notable for its stylistic austerity and forcefulness .",3
in good fun,3
engaging story,3
"is Nicholson 's goofy , heartfelt , mesmerizing King Lear .",3
"'s simply stupid , irrelevant and deeply ,",0
plays,2
has humor and heart and very talented young actors,4
of what makes Dover Kosashvili 's outstanding feature debut so potent,4
the surest bet,3
"The otherwise good-naturedness of Mr. Deeds , with its embrace of sheer goofiness and cameos of less - than-likely New York celebrities",3
of terrific,3
Every,2
", it makes up for with a great , fiery passion .",4
"as a portrait of the artist as an endlessly inquisitive old man , however , it 's invaluable",3
monsterous,2
is spot,3
"the kind of lush , all-enveloping movie experience",4
"even if it were n't silly , it would still be beyond comprehension",1
A mechanical action-comedy whose seeming purpose is to market the charismatic Jackie Chan to even younger audiences .,0
"Spider-man is better than any summer blockbuster we had to endure last summer , and hopefully , sets the tone for a summer of good stuff .",4
"of the kind of lush , all-enveloping movie experience",3
"violent , self-indulgent and maddening",1
of beautiful movement and inside information,4
Pellington,2
geared toward maximum comfort and familiarity,3
The movie is a trove of delights .,4
"with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour",4
"The evocative imagery and gentle , lapping rhythms of this film are infectious",3
beautifully photographed,3
moving and solidly entertaining comedy\/drama,4
undeniably exceedingly clever,3
wholly believable and heart-wrenching depths,3
"A powerful , chilling , and affecting study",4
should remain just that,2
unfolds with all the mounting tension of an expert thriller,4
hard to imagine a more generic effort in the genre,0
chance,2
patience,3
the dreams,2
good guys and,3
"Irish playwright , poet and drinker",2
"A rollicking ride , with jaw-dropping action sequences , striking villains , a gorgeous color palette , astounding technology , stirring music and a boffo last hour that leads up to a strangely sinister happy ending .",4
bravery and dedication,3
Better than the tepid Star Trek :,3
solid execution,4
half a parsec -LRB- a nose -RRB- ahead of Generations,3
Gives an intriguing twist to the French coming-of-age genre .,3
About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .,3
very different from our own,2
The film can depress you about life itself .,1
One senses,3
Big Trouble could be considered a funny little film .,3
has been awarded mythic status in contemporary culture,3
It 's a sharp movie about otherwise dull subjects .,3
"compassion , good-natured",3
The Road Warrior,3
absorbing,3
a great cast,4
"The Chateau belongs to Rudd , whose portrait of a therapy-dependent flakeball spouting French malapropisms ... is a nonstop hoot",4
"a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall",3
're at the right film,3
undermining the movie 's reality and stifling its creator 's comic voice,0
bracing intelligence and a vision both painterly and literary,4
priceless,4
depress you,0
", I thought I heard a mysterious voice , and felt myself powerfully drawn toward the light -- the light of the exit sign .",0
seen this summer,3
latest eccentric,3
", the film is just a corny examination of a young actress trying to find her way .",1
full circle,3
one of the best,4
the best film so far this year is a franchise sequel starring Wesley Snipes,4
can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0
count for very little if the movie were n't as beautifully shaped and as delicately calibrated in tone as it is,3
linger long after this film has ended,3
can enjoy,3
Unfolds as one,3
bittersweet,3
one of Shakespeare 's better known tragedies,3
The beautiful images and solemn words,3
a relationship and,2
compelling coming-of-age drama,4
most remarkable,4
create some episodes that rival vintage Looney Tunes for the most creative mayhem in a brief amount of time,3
comedy and,3
it wears out its welcome as tryingly as the title character .,1
"transported into the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being",3
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American .",3
occasionally,2
retains ambiguities that make it well worth watching .,4
it becomes long and tedious like a classroom play in a college history course .,0
shows how deeply felt emotions can draw people together across the walls that might otherwise separate them .,4
a marginal thumbs up,3
spiritual survival,3
are reflected in almost every scene,3
", About a Boy injects just enough freshness into the proceedings to provide an enjoyable 100 minutes in a movie theater .",3
", the picture feels as if everyone making it lost their movie mojo .",0
could have given audiences the time of day by concentrating on the elements of a revealing alienation among a culture of people who sadly are at hostile odds with one another through recklessness and retaliation,3
accomplishes,3
gander,2
instead opts for a routine slasher film that was probably more fun to make than it is to sit through .,0
"a wry , winning , if languidly paced , meditation",3
"A fascinating , dark thriller that keeps you hooked on the delicious pulpiness of its lurid fiction .",3
James Eric,2
"of the best films of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes",4
the cast is impressive,4
it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,4
scummy ripoff,0
has a true talent for drawing wrenching performances from his actors -LRB- improvised over many months -RRB- and for conveying the way tiny acts of kindness make ordinary life survivable .,4
"to the core of what it actually means to face your fears , to be a girl in a world of boys , to be a boy truly in love with a girl , and",3
deepest,2
Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel,3
"Everybody loves a David and Goliath story , and this one is told almost entirely from David 's point of view .",3
One of the best looking and stylish animated movies in quite a while,4
"addition to the overcooked , ham-fisted direction , which has all the actors reaching for the back row",1
packed with adventure and a worthwhile environmental message,4
"Strong filmmaking requires a clear sense of purpose , and in that oh-so-important category , The Four Feathers comes up short .",0
above most of its ilk,4
well-intentioned effort,3
the songs translate well to film,3
that will leave you wondering about the characters ' lives after the clever credits roll,3
lustrous polished,3
the outstanding thrillers,3
noble,3
excellent 90-minute film,4
dramatic arc,3
"Peter Jackson and company once again dazzle and delight us , fulfilling practically every expectation either a longtime Tolkien fan or a movie-going neophyte",4
"never quite makes it to the boiling point , but manages to sustain a good simmer for most of its running time .",3
well-written,4
the filling,3
"his art , which is more than he has ever revealed before about the source of his spiritual survival",3
were far more entertaining than I had expected,4
able to overcome his personal obstacles and become a good man,4
big stars and,3
look at that clever angle !,4
generous and subversive artworks,3
a spark of life to it -- more than you can say for plenty of movies that flow through the Hollywood pipeline without a hitch,3
glib,1
plotting,3
its own direction,3
", Scratch is great fun , full of the kind of energy it 's documenting .",3
topnotch,4
", the six musical numbers crystallize key plot moments into minutely detailed wonders of dreamlike ecstasy .",3
moving and stark,3
is not without talent,3
The movie 's progression into rambling incoherence,0
dazzling pop entertainment,3
a powerful 1957 drama,3
tackled a meaty subject and drawn engaging characters while peppering the pages with memorable zingers,4
misconstrued as weakness,3
that loves its characters and communicates something rather beautiful about human nature,4
"because it has some of the funniest jokes of any movie this year , including those intended for adults",4
"the film 's crisp , unaffected style and air of gentle longing make it unexpectedly rewarding",4
is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories,0
purely enjoyable that you might not even notice it 's a fairly straightforward remake of Hollywood comedies such as Father of the Bride .,3
Now as a former Gong Show addict,3
"Diesel is that rare creature -- an action hero with table manners , and one who proves that elegance is more than tattoo deep .",4
run-of-the-mill action,1
good -LRB- successful -RRB-,4
quietly affecting cop drama,3
offers a great deal of insight into the female condition and,3
The script 's snazzy dialogue establishes a realistic atmosphere that involves us in the unfolding crisis,3
"enthusiasm , sensuality and a conniving wit",3
"art , ethics ,",2
is Caddyshack,3
"-LRB- Gulpilil -RRB- is a commanding screen presence ,",3
", a dark little morality tale disguised as a romantic comedy .",3
-LRB- Scherfig -RRB-,2
shell,2
the humanity,2
"be captivated , as I was , by its moods , and by its subtly transformed star , and still",3
It 's a ripper of a yarn and I for one enjoyed the thrill of the chill,4
"Informative , intriguing , observant , often touching",4
sharp,3
rich,3
has actually bothered to construct a real story this time .,3
I walked away from this new version of E.T. just as I hoped I would -- with moist eyes .,4
sensual,3
wit,2
good as the original,3
It 's never dull and always looks good .,4
love with myth,2
refresh our souls,3
a twist,3
"a bygone era , and",2
lacks the quick emotional connections of Steven Spielberg 's Schindler 's List .,2
with energy and innovation,3
play like a milquetoast movie of the week blown up for the big screen,1
Denzel Washington 's fine performance in the title role,4
is as thought-provoking as it,3
a rainbow,2
realized through clever makeup design,3
breathe out of every frame,3
keeping the balance between the fantastic and the believable,3
"perceptive , good-natured",3
of the very best movies,4
The town has kind of an authentic feel,3
"Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success",4
Discursive but oddly riveting documentary,3
were watching monkeys flinging their feces at you .,0
employs changes that fit it well rather than ones that were imposed for the sake of commercial sensibilities,3
squeeze the action and our emotions,3
A stylish cast and,3
gorgeous locales,3
"A sensitive , moving , brilliantly constructed work .",4
ends,2
"lush , all-enveloping movie experience",4
"'s not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting '",3
horror and hellish conditions,1
bravery,3
offers an interesting bit of speculation as to the issues Brecht faced as his life drew to a close .,3
opens today,3
"Take any 12-year-old boy to see this picture , and he 'll be your slave for a year",4
really tells the tale,3
an old-fashioned nature film that educates viewers with words and pictures while entertaining them,4
dream,3
are small and easily overshadowed by its predictability,1
an amiable aimlessness that keeps it from seeming predictably formulaic,3
the movie 's,2
honesty and,3
Fails so fundamentally on every conventional level,0
ambitious and,3
powerful and moving,4
's inoffensive and actually rather sweet,3
first-rate performance,4
"An unsettling , memorable cinematic experience that",4
mostly fool 's gold,0
the most blithe exchanges gives the film its lingering tug,3
"A bracing , unblinking work that serves as a painful elegy and sobering cautionary tale",4
should keep you reasonably entertained,3
ca n't generate enough heat in this cold vacuum of a comedy to start a reaction .,0
yields surprises,3
", this deeply moving French drama develops a startling story that works both as a detailed personal portrait and as a rather frightening examination of modern times .",3
are fantastic .,3
thought,2
"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going",2
wears its empowerment,3
directorial touch,3
crowd-pleaser,4
compelling mix,3
against a tree,3
epic,3
needed,3
The modern master of the chase sequence returns with a chase to end all chases,4
the movie is more interested in entertaining itself than in amusing us,1
its lavish formalism and intellectual austerity,3
embarrassingly ham-fisted sex jokes,0
grownups should appreciate its whimsical humor,3
Anyone who wants to start writing screenplays,3
enhances the personal touch of manual animation .,3
waxes poetic far too much for our taste,1
is one of those rare docs that paints a grand picture of an era and makes the journey feel like a party .,4
detailed,3
about which you can actually feel good,4
"Elegant , mannered and teasing",4
He makes you realize that deep inside righteousness can be found a tough beauty .,4
the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,3
decorous,3
the outtakes,2
give us a reason to be in the theater beyond Wilde 's wit and the actors ' performances,1
hard,2
funniest American comedy,4
it all the more compelling,3
"you 're as happy listening to movies as you are watching them , and the slow parade of human frailty fascinates you",4
"with an impeccable pedigree , mongrel pep , and almost indecipherable plot complications",2
characteristically engorged and sloppy,0
that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half,4
It 's -RRB- a clever thriller with enough unexpected twists to keep our interest .,4
"detailing a chapter in the life of the celebrated Irish playwright , poet and drinker",2
wryly,3
dreams,2
more to think about after the final frame,3
"Sand 's masculine persona , with its love of life and beauty , takes form",3
"well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant",3
right at home,3
"The real star of this movie is the score , as in the songs translate well to film , and it 's really well directed",3
no denying that Burns is a filmmaker with a bright future ahead of him,4
too,2
a pact to burn the negative and the script and pretend the whole thing never existed,0
gimmicky,3
", it also leaves you intriguingly contemplative .",3
comes at film with bracing intelligence and a vision both painterly and literary .,3
Far more enjoyable than its predecessor .,4
arch and rather cold-blooded comedy,0
wonderful combination,3
translate well,3
stop trying to please his mom,2
potential for the sequels,3
precisely,3
home,2
"A thoughtful and surprisingly affecting portrait of a screwed-up man who dared to mess with some powerful people ,",3
Hitchcock 's,3
Intelligent and,3
returns to narrative filmmaking with a visually masterful work of quiet power .,4
most purely enjoyable and satisfying,4
is more interesting -LRB- and funnier -RRB- than his,3
gives his best screen performance with an oddly winning portrayal of one of life 's ultimate losers .,3
an admirable storyteller,3
"van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline",4
cliched dialogue and,1
"Aloof and lacks any real raw emotion , which is fatal for a film that relies on personal relationships .",0
"in a vat of failed jokes , twitchy acting , and general boorishness",0
permits laughter,3
A-list players,3
the audience in the travails of creating a screenplay,3
conjures up the intoxicating fumes and emotional ghosts of a freshly painted Rembrandt,3
several cliched movie structures :,1
"to work us over , with second helpings of love , romance , tragedy , false dawns , real dawns , comic relief , two separate crises during marriage ceremonies , and the lush scenery of the Cotswolds",3
", Washington has a sure hand .",3
amusing sidekicks,3
Stuart Little 2 manages sweetness largely without stickiness .,4
's a feel-good movie about which you can actually feel good .,4
's nothing very attractive about this movie,0
"the film is funny , insightfully human and a delightful lark for history buffs",4
masterful British actor Ian Holm,4
laughed that hard,4
some wickedly sick and twisted humor,3
beaten to a pulp in his Dangerous Game,1
of the idealistic kid who chooses to champion his ultimately losing cause,3
"'m sure the filmmaker would disagree , but , honestly , I do n't see the point",0
"Although What Time offers Tsai 's usual style and themes , it has a more colorful , more playful tone than his other films .",4
's the worst movie I 've seen this summer,0
of magic,3
endless assault,0
strong themes of familial ties,3
"Sillier , cuter ,",3
of the most highly-praised disappointments I,0
that was a deserved co-winner of the Audience Award for documentaries at the Sundance Film Festival,3
more enjoyable than I expected,3
"enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games",4
the remarkable ensemble cast,4
's worth the concentration,3
this should keep you reasonably entertained .,3
"Efficient , suitably anonymous chiller",3
"pat storylines , precious circumstances and beautiful stars",4
"The art direction and costumes are gorgeous and finely detailed , and Kurys ' direction is clever and insightful .",4
for a movie that tries to be smart,1
that should 've been so much more even if it was only made for teenage boys and wrestling fans,1
Provides the kind of ` laugh therapy ' I need from movie comedies,4
this film : honest,3
the lustrous polished visuals rich in color and creativity and,3
"fun and funny in the middle , though",4
"The film aims to be funny , uplifting and moving , sometimes all at once .",3
is a superior horror flick .,4
becomes one more dumb high school comedy about sex gags and prom dates,1
are an immensely appealing couple,4
"of breathtaking , awe-inspiring visual poetry",4
One of those unassuming films that sneaks up on you and stays with you long after you have left the theatre,4
joyous documentary,4
"not only of one man 's quest to be president , but of how that man single-handedly turned a plane full of hard-bitten , cynical journalists into what was essentially , by campaign 's end , an extended publicity department",3
jovial air,4
modest,3
mildly enjoyable if,3
Triple X marks the spot .,3
no reason to exist,1
The plot is paper-thin and the characters are n't interesting enough to watch them go about their daily activities for two whole hours,0
"barely clad bodies in Myrtle Beach , S.C.",2
enormously entertaining movie,4
make this an eminently engrossing film .,4
is well told,4
exists apart from all the movie 's political ramifications,2
double-barreled rip-off,0
An edgy thriller that delivers a surprising,3
"With a cast of A-list Brit actors , it is worth searching out .",4
", and at times uncommonly moving",4
"Ice Age is the first computer-generated feature cartoon to feel like other movies , and that makes for some glacial pacing early on",2
The modern master,4
There 's an excellent 90-minute film here ;,4
relationship,2
leaves you intriguingly contemplative,3
"There 's a scientific law to be discerned here that producers would be well to heed : Mediocre movies start to drag as soon as the action speeds up ; when the explosions start , they fall to pieces .",0
may be ploughing the same furrow once too often .,1
built-in audience,3
some special qualities,3
adorable,4
baseball,2
one-sided theme,1
", what a thrill ride",4
from Motown 's shadows,3
largely bogus story,0
An intriguing look at the French film industry during the German occupation ;,3
brush up,2
Brings to a spectacular completion one,3
like and,2
tenacious,3
it well worth watching,4
lackadaisical plotting and mindless action,0
better than any summer blockbuster,4
Jeffrey Tambor 's,3
surprisingly sweet and gentle,4
the film is well-crafted and this one is,4
that plays things so nice,3
without ever being self-important,4
"is a movie filled with unlikable , spiteful idiots",0
favored,3
infectious,3
", the film has in Kieran Culkin a pitch-perfect Holden .",3
an abyss,1
There 's no denying that Burns is a filmmaker with a bright future ahead of him .,4
This movie got me grinning .,3
high-minded,3
is a sweet and modest and ultimately winning story,3
feel like other movies,2
is it a monsterous one,1
"I thought the relationships were wonderful ,",4
Roman Polanski may have been born to make,4
a Hong Kong movie,2
"it remains brightly optimistic , coming through in the end",3
Longley 's film,3
medicine,3
of the week blown up for the big screen,1
An intelligent romantic thriller of a very old-school kind,4
eat up,3
gritty story,2
a successful one,3
the remarkable ensemble cast brings them to life,3
"What 's not to like about a movie with a ` children 's ' song that includes the line ` My stepdad 's not mean , he 's just adjusting ' ?",3
offensive and nothing at all like real life,0
Israeli\/Palestinian conflict as,3
"intelligence , wit or innovation",3
to enjoy,3
"With few respites , Marshall keeps the energy humming , and his edits , unlike those in Moulin Rouge , are crisp and purposeful without overdoing it .",4
your interest until the end and,3
almost,2
manages to generate the belly laughs of lowbrow comedy without sacrificing its high-minded appeal,4
deeply unsettling,1
trying to find her way,2
"A fresh , entertaining comedy that",4
"the cultural and economic subtext , bringing richer meaning to the story 's morals",3
handled well,3
"Hampered -- no , paralyzed -- by a self-indulgent script ...",1
"I liked the original short story but this movie , even at an hour and twenty-some minutes , it 's too long and it goes nowhere",0
"of the year with its exquisite acting , inventive screenplay , mesmerizing music , and many inimitable scenes",4
Essentially a collection of bits -- and they 're all naughty .,3
taking,2
"being both revelatory and narcissistic , achieving some honest insight into relationships that most high-concept films candy-coat with pat storylines , precious circumstances and beautiful stars",2
Even fans of Ismail Merchant 's work,2
is as consistently engaging as it is revealing,4
avoid solving one problem by trying to distract us with the solution to another,1
Strong filmmaking requires a clear sense of purpose,3
she 's really done it this time .,3
I 'm likely to see all year,3
ways,2
more daring and surprising,3
"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",4
a comedy to start a reaction,3
"sexy , peculiar and always entertaining costume drama",4
300 years,2
"The Way Home is an ode to unconditional love and compassion garnered from years of seeing it all , a condition only the old are privy to , and ... often misconstrued as weakness .",3
A fleet-footed and pleasingly upbeat family diversion .,3
distractions,1
"their super-powers , their super-simple animation and their super-dooper-adorability intact",3
has ever,2
The performances are an absolute joy .,4
puts the dutiful efforts of more disciplined grade-grubbers,3
on foreign shores,3
"smartly directed , grown-up film",4
way,2
entertainingly,3
"all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect",4
alone,2
uplifter .,4
plays like a reading from Bartlett 's Familiar Quotations,3
perfect performance,4
sad but endearing characters do extremely unconventional things,3
"Hampered -- no , paralyzed --",2
Keenly observed,2
"dismissed heroes would be a film that is n't this painfully forced , false and fabricated",1
"is also good for the gander , some of which occasionally amuses but none of which amounts to much of a story .",2
soulful nuances,3
"has a caffeinated , sloppy brilliance , sparkling with ideas you wish had been developed with more care , but",3
Despite its flaws ... Belinsky is still able to create an engaging story that keeps you guessing at almost every turn .,3
of lingerie models and bar dancers,3
"Lucky Break is perfectly inoffensive and harmless ,",3
dupe the viewer,1
"beautiful , entertaining two hours",4
anything,2
the innocence and budding demons within a wallflower,2
the bottom of the pool with an utterly incompetent conclusion,1
makes him the film 's moral compass,3
I 've never seen or heard anything quite like this film,4
"easy , seductive",3
'm,2
stirring visual sequence,3
Sometimes is a gem .,4
"was amused and entertained by the unfolding of Bielinsky 's cleverly constructed scenario , and greatly impressed by the skill of the actors involved in the enterprise .",4
"Those prone to indignation need not apply ; those susceptible to blue hilarity , step right up .",3
Enriched by a strong and unforced supporting cast .,4
"more confused ,",1
are beautiful,4
the comedy equivalent of,2
a powerful and deeply moving example of melodramatic moviemaking,4
good chance,3
life-changing chance encounters,3
"stay on the light , comic side of the issue , despite the difficulty of doing so when dealing with the destruction of property and , potentially , of life itself",3
Evokes the 19th century with a subtlety that is an object lesson in period filmmaking,4
blushing to gushing -- Imamura squirts the screen in ` Warm Water Under a Red Bridge ',3
to revitalize what is and always has been remarkable about clung-to traditions,3
", while it may not rival the filmmaker 's period pieces , is still very much worth seeing",4
hopeful or optimistic,4
often-hilarious farce,4
solutions,3
"given passionate , if somewhat flawed , treatment",3
Inventive,3
Tosca 's intoxicating ardor,3
presented in convincing way,3
do you,3
"Interminably bleak , to say nothing of boring .",0
's nothing wrong with that if the film is well-crafted and this one is,3
make,2
will find Morrison 's iconoclastic uses of technology to be liberating,4
authentic feel,3
respectable,3
An emotionally strong and politically potent piece,3
"with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability",3
", Sarah 's dedication to finding her husband seems more psychotic than romantic , and nothing in the movie makes a convincing case that one woman 's broken heart outweighs all the loss we witness .",1
"An entertaining , if ultimately minor , thriller .",3
"unsettling , memorable cinematic experience",3
fears,1
"joy to watch , even when her material is not first-rate",3
well-developed characters,3
as a serious drama about spousal abuse,3
skittish New York middle-agers,2
air of gentle longing,3
"Such master screenwriting comes courtesy of John Pogue , the Yale grad who previously gave us `` The Skulls '' and last year 's `` Rollerball",4
a good time,3
"Hardly an objective documentary , but it 's great cinematic polemic ... love Moore or loathe him , you 've got to admire ... the intensity with which he 's willing to express his convictions",4
as a reverie about memory and regret,3
"are incredibly captivating and insanely funny ,",4
"approaches his difficult , endless work with remarkable serenity and discipline .",3
visually smart,3
's lovely,3
The universal theme of becoming a better person through love has never been filmed more irresistibly than in ` Baran . ',4
achieves the feel of a fanciful motion picture .,3
is just a corny examination of a young actress trying to find her way .,1
better film,3
's best served cold,3
"a sweet , charming tale",4
"Although the subject matter may still be too close to recent national events , the film works - mostly due to its superior cast of characters .",3
A mesmerizing cinematic poem from the first frame to the last,4
"Everybody loves a David and Goliath story ,",3
at the expense of those who paid for it and those who pay to see it,0
matches the page-turning frenzy that Clancy creates .,3
we do n't like,1
Despite modest aspirations,3
"to find that real natural , even-flowing tone that few movies are able to accomplish",4
funny and,3
diner,2
A sun-drenched masterpiece,4
insanely violent and very graphic,1
of human frailty fascinates,3
in the pile of useless actioners from MTV schmucks who do n't know how to tell a story for more than four minutes,0
him any less psycho,2
a real charmer,4
humanism,3
"silly , outrageous , ingenious",4
the film 's conclusion powerful and satisfying,4
insightful writer\/director,3
on the strength of their own cleverness,3
considers,2
substitutes,2
that he 's made at least one damn fine horror movie,4
that tug at your heart in ways that utterly transcend gender,3
entertained,4
"its heart ,",3
the victim -RRB-,1
to it -- as if the director is trying to dupe the viewer into taking it all as Very Important simply because the movie is ugly to look at and not a Hollywood product,0
adrenaline boost,3
Fresnadillo,2
keep you reasonably entertained,3
it will gratify anyone who has ever suspected Hollywood of being overrun by corrupt and hedonistic weasels .,3
"Another in a long line of ultra-violent war movies , this one is not quite what it could have been as a film",0
"it serves as a workable primer for the region 's recent history , and would make a terrific 10th-grade learning tool .",3
Madonna,2
"Woven together handsomely , recalling sixties ' rockumentary milestones from Lonely Boy to Do n't Look Back .",3
Ed,2
"enjoys quirky , fun , popcorn movies with a touch of silliness and a little",4
unusually crafty and intelligent,4
delivers a terrific performance in this fascinating portrait of a modern Lothario,3
Does n't live up to the exalted tagline,1
a heck of a ride,3
frame,2
", Sylvie Testud is icily brilliant .",4
mostly undeterminable,1
fine star performances,4
lot to recommend Read My Lips,4
that 's suitable for all ages -- a movie that will make you laugh,4
us,3
"dramatic , funny and poignant",4
dared to mess with some powerful people,1
old-fashioned Hollywood magic,4
is undoubtedly one of the finest films of the year,4
deft,3
but as,3
bitter,0
perfectly entertaining summer diversion,4
dark comedy,3
think most of the people who loved the 1989 Paradiso will prefer this new version,4
for,2
about two skittish New York middle-agers who stumble into a relationship and then,2
that some movie formulas do n't need messing with,3
is ultimately,3
more re-creations of all those famous moments,3
he brings together,3
blend together as they become distant memories .,3
of extravagant,3
"a supremely hopeful cautionary tale of war 's madness remembered that we , today , can prevent its tragic waste of life",3
be in the theater beyond Wilde 's wit and the actors ' performances,2
", sloppy",0
", Stuart Little 2 is a light , fun cheese puff of a movie .",3
manages to have a good time as it doles out pieces of the famous director 's life,3
"describe as looking , sounding and simply feeling like no other film in recent history",3
-LRB- An -RRB- absorbing documentary,3
evokes the bottom tier of blaxploitation flicks from the 1970s,0
"is smart writing , skewed characters , and the title performance by Kieran Culkin",4
a crowd-pleaser,3
"from its promenade of barely clad bodies in Myrtle Beach , S.C.",2
"is one of Mr. Chabrol 's subtlest works , but also one of his most uncanny",3
"into a mostly magnificent directorial career , Clint Eastwood 's efficiently minimalist style",3
refined,3
", Hollywood has crafted a solid formula for successful animated movies , and Ice Age only improves on it , with terrific computer graphics , inventive action sequences and a droll sense of humor .",4
maintains a surprisingly buoyant tone throughout,3
the Audience Award for documentaries at the Sundance Film Festival,3
spectacle,3
very interesting and,4
"The Bourne Identity should n't be half as entertaining as it is , but",3
Less an examination of neo-Nazism than a probe into the nature of faith,3
A triumph of pure craft and passionate heart .,4
will guarantee to have you leaving the theater with a smile on your face .,4
"lets you brush up against the humanity of a psycho , without making him any less psycho",2
"watch , giggle and",3
feel as if we 're seeing something purer than the real thing,4
"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",3
celebrates,3
"going to recommend SECRETARY , based on the wonderful acting clinic put on by Spader and Gyllenhaal",4
've been patched in from an episode of Miami Vice,3
scruffy,2
former Gong Show addict,1
compulsively watchable,3
"Phillip Noyce and all of his actors -- as well as his cinematographer , Christopher Doyle -- understand the delicate forcefulness of Greene 's prose , and it 's there on the screen in their version of The Quiet American",3
are first-rate,4
great marching bands,3
"The new Insomnia is a surprisingly faithful remake of its chilly predecessor , and",3
-LRB- depending upon where you live -RRB-,3
going on here,2
"A full experience ,",3
