Phrase,Sentiment
"Sand 's masculine persona , with its love of life and beauty ,",3
The touch is generally light enough,3
never dull,3
or maybe `` How will you feel after an 88-minute rip-off of The Rock with action confined to slo-mo gun firing and random glass-shattering ? '',0
", Sylvie Testud is icily brilliant .",4
could be the worst film a man has made about women since Valley of the Dolls .,0
"visually atrocious ,",1
view,2
shows off a lot of stamina and vitality,3
is not,1
hellish conditions,1
a movie that accomplishes so much that one viewing ca n't possibly be enough,4
A gift to anyone who loves both dance and cinema,3
"A perceptive , good-natured movie .",3
outnumber the hits by three-to-one .,1
"Parents may even find that it goes by quickly , because it has some of the funniest jokes of any movie this year , including those intended for adults .",4
opulent,3
emphasizes the Q in Quirky,2
exceptionally,3
with depth,3
gives her best performance,2
a real story,3
children,3
pleasurable,3
who dared to mess with some powerful people,2
"This is the kind of movie that you only need to watch for about thirty seconds before you say to yourself , ` Ah , yes ,",3
are fantastic,4
"a bilingual charmer ,",3
Babak Payami 's boldly quirky Iranian drama Secret Ballot ... a charming and evoking little ditty that manages to show the gentle and humane side of Middle Eastern world politics,3
always has been remarkable about clung-to traditions,3
"arrive early and stay late , filling nearly every minute ... with a lighthearted glow , some impudent snickers , and a glorious dose of humankind 's liberating ability to triumph over a Scrooge or two",3
without making him any less psycho,2
Tsai may be ploughing the same furrow once too often .,2
"Those who love Cinema Paradiso will find the new scenes interesting , but few will find the movie",3
", do n't bother .",0
"its heart , as simple self-reflection meditation",3
maximum comfort and familiarity,3
the humor is recognizably Plympton,3
Quotations,2
good for this sucker,3
such subtlety and warmth,3
allows the mind to enter and accept another world,3
like an extreme action-packed film with a hint of humor,3
an original idea for a teen movie,3
"Because Eight Legged Freaks is partly an homage to Them , Tarantula and other low - budget B-movie thrillers of the 1950s and '60s",2
make Paid in Full worth seeing .,4
the bottom,2
fascinating literary mystery story,4
"Some movies suck you in despite their flaws ,",3
has a huge heart,3
intelligently,3
uplifting,3
does,2
"violent and a bit exploitative but also nicely done , morally alert and street-smart",3
well worthwhile,4
"we had to endure last summer ,",1
substitutes for a bathtub,2
Ben Affleck,3
complex enough to hold our interest,3
having to inhale this gutter romancer 's secondhand material,0
is certainly easy to watch .,4
spirit,3
"is funny , charming and quirky in her feature film acting debut as Amy",4
"intricate , intimate and intelligent journey",4
dared to mess,2
a potentially incredibly twisting mystery,4
multi-layered and profoundly humanist -LRB- not to mention gently political -RRB- meditation,3
its music or,1
a sexy slip of an earth mother,3
Oddly compelling .,3
"An energizing ,",3
the wasted potential of this slapstick comedy,0
reach much further than we imagine .,3
feel fully embraced by this gentle comedy,4
"Hampered -- no , paralyzed -- by a self-indulgent script ... that aims for poetry and ends up sounding like satire .",0
the perverse pleasure,3
judgment,2
"`` Feardotcom '' has the makings of an interesting meditation on the ethereal nature of the internet and the otherworldly energies it could channel ,",3
integrates thoughtfulness and pasta-fagioli comedy,3
's a very tasteful rock and roll movie,4
a fantastic dual performance,4
"She may not be real , but the laughs are .",4
young and,2
feel as if we 're seeing something purer than the real thing,4
"is a brilliantly played , deeply unsettling experience",4
more than a run-of-the-mill action flick .,2
the picture provides a satisfyingly unsettling ride into the dark places of our national psyche .,3
The color sense of Stuart Little 2 is its most immediate and most obvious pleasure,3
stoner,2
of genuine insight into the urban heart,4
's hard to resist his enthusiasm,4
smart,4
take the viewer inside the wave,3
Disney,3
There,2
begins as a conventional thriller evolves into a gorgeously atmospheric meditation on life-changing chance encounters,3
"surreal , and resonant",2
tricky,2
is a real charmer,3
rollicking adventure,3
to create a feature film that is wickedly fun to watch,4
truly,3
surprises,3
otherwise bleak,1
pedestrian,3
runs for only 71 minutes and feels like three hours,0
it 's so fascinating you wo n't be able to look away for a second .,4
in the form of dazzling pop entertainment,3
splash,3
"jaw-dropping action sequences , striking villains , a gorgeous color palette",4
a terrific performance in this fascinating portrait of a modern Lothario,4
star Bruce Willis,3
surprisingly faithful,3
"three excellent principal singers , a youthful and good-looking diva and tenor and richly handsome locations",4
"The year 's greatest adventure ,",4
"knows everything and answers all questions , is visually smart , cleverly written",3
"Wow , so who knew Charles Dickens could be so light-hearted ?",3
look like cheap hysterics,0
is as thought-provoking,3
world cinema 's most wondrously gifted artists,4
should remain just that,2
With little visible talent and no energy,0
leaps over national boundaries and celebrates universal human nature,3
"be captivated ,",3
", Secretary is a genial romance that maintains a surprisingly buoyant tone throughout , notwithstanding some of the writers ' sporadic dips into pop Freudianism .",4
instantly transform themselves into a believable mother\/daughter pair,4
The heat of the moment,3
capture the chaos of France in the 1790 's,3
"a sense of light-heartedness , that makes it attractive throughout",4
it 's what makes this rather convoluted journey worth taking,3
as happy listening to movies,3
immersive,3
of an interesting meditation on the ethereal nature of the internet and the otherworldly energies,3
"Collateral Damage is trash , but it earns extra points by acting as if it were n't .",0
"that , like Shiner 's organizing of the big fight , pulls off enough",3
effort and,3
a-knocking,3
When cowering and begging at the feet a scruffy Giannini,2
"As an actress , Madonna is one helluva singer .",4
score,3
thrilling,4
publishing,2
graced with its company .,2
feature,2
what 's going on here,1
enough cool,3
is terrific as both men,4
strangely hollow at its emotional core,1
a wonderful tale of love and destiny,4
below,1
"inspiring ,",4
grievous but obscure complaint,1
liked About Schmidt a lot,3
with talent,3
it an exhilarating,3
"Beautifully shot , delicately scored and powered by a set of heartfelt performances , it 's a lyrical endeavour .",4
impeccable,4
is one of two things : unadulterated thrills or genuine laughs,3
is Oedekerk 's realization of his childhood dream to be in a martial-arts flick,2
"a bygone era , and",2
manipulative,2
say who might enjoy this,2
Uneven performances,1
than to employ Hollywood kids and people who owe,3
Eerily accurate depiction of depression,3
"turn out a small , personal film with an emotional wallop",3
the best ensemble casts of the year,4
"'s most thoughtful films about art , ethics , and the cost of moral compromise .",4
"honest , and enjoyable comedy-drama",4
an 88-minute rip-off of The Rock,0
Downright transparent is the script 's endless assault of embarrassingly ham-fisted sex jokes that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating .,0
Richly entertaining and suggestive of any number of metaphorical readings .,4
Reminiscent,3
Lee,2
to warm the hearts of animation enthusiasts of all ages,4
of intergalactic friendship,3
"the life of Wladyslaw Szpilman , who is not only a pianist , but a good human being",3
pause and think of what we have given up to acquire the fast-paced contemporary society,3
"benefited from a sharper , cleaner script",3
"Though it goes further than both , anyone who has seen The Hunger or Cat People will find little new here ,",1
a masterpiece -- and a challenging one,4
"'s face is -RRB- an amazing slapstick instrument , creating a scrapbook of living mug shots .",2
a milquetoast movie of the week blown up for the big screen,1
"Insomnia does not become one of those rare remakes to eclipse the original , but it does n't disgrace it , either",3
"Denis -RRB- accomplishes in his chilling , unnerving film",4
Sleek and arty .,3
Returning director Rob Minkoff ... and screenwriter Bruce Joel Rubin ... have done a fine job of updating White 's dry wit to a new age .,4
in all,2
strong and unforced,4
her way,2
Miramax,2
most slyly exquisite anti-adult movies,3
see some interesting storytelling devices,3
but,2
enjoy the film,3
high standards,3
"Victor Rosa is Leguizamo 's best movie work so far , a subtle and richly internalized performance .",4
cause,2
dramatic arc,3
been responsible for putting together any movies of particular value or merit,1
would still be beyond comprehension,2
"willingness to explore its principal characters with honesty , insight and humor",3
A movie of technical skill and rare depth,4
Curling may be a unique sport,3
"a tragedy , the record of a tenacious , humane fighter who was also the prisoner -LRB- and ultimately the victim -RRB- of history",2
is often exquisite,4
"With or without the sex , a wonderful tale of love and destiny , told well by a master storyteller",4
record,2
is to be cherished,4
killer,1
Lush and beautifully,3
stunningly,4
his distance from the material is mostly admirable .,3
mess,1
"Anyone who welcomes a dash of the avant-garde fused with their humor should take pleasure in this crazed , joyous romp of a film .",4
star performances,3
string,3
bring cohesion,3
has made literature literal without killing its soul -- a feat any thinking person is bound to appreciate,4
surprisingly ` solid ' achievement,4
updating works surprisingly well,4
"particularly Balk , who 's finally been given a part worthy of her considerable talents",3
"I 'm sure the filmmaker would disagree , but , honestly , I do n't see the point .",1
one of the best films,4
is well-crafted,3
A remarkably alluring film,4
solving one problem,2
Red Dragon '' never cuts corners .,4
Claude Chabrol 's camera,2
"Kouyate elicits strong performances from his cast , and he delivers a powerful commentary on how governments lie , no matter who runs them",4
The sequel,3
close to losing my lunch,0
Teddy Bears ',3
built-in audience,3
"to Kline 's superbly nuanced performance , that pondering",4
small and easily overshadowed by its predictability,0
Robert Harmon 's less-is-more approach delivers real bump-in - the-night chills -- his greatest triumph is keeping the creepy crawlies hidden in the film 's thick shadows .,3
"Watchable up until the point where the situations and the dialogue spin hopelessly out of control -- that is to say ,",0
"the writing is tight and truthful , full of funny situations and honest observations",4
warm and winning central performance,4
"-- stoner midnight flick , sci-fi deconstruction , gay fantasia --",1
"An entertaining , if ultimately minor , thriller .",3
", the film is just a corny examination of a young actress trying to find her way .",1
An artsploitation movie with too much exploitation and too little art .,0
", ingenious",4
it races,3
a meaty subject,3
in a fairly irresistible package full of privileged moments and memorable performances,4
"Even a hardened voyeur would require the patience of Job to get through this interminable , shapeless documentary about the swinging subculture .",0
works - mostly due to its superior cast,3
bore,0
", this makes for perfectly acceptable , occasionally very enjoyable children 's entertainment .",3
"the popularity of Vin Diesel , Seth Green and Barry Pepper",3
rich and luscious,3
sensational true-crime,4
anyone who loves both dance and cinema,3
"is always a joy to watch , even when her material is not first-rate",3
one of the best,4
"If you ever wanted to be an astronaut , this is the ultimate movie experience -",4
drawn toward the light -- the light of the exit sign,0
connect with one demographic while,3
Freundlich 's World Traveler might have been one of the more daring and surprising American movies of the year .,3
hews out,2
's still,2
"moving in many directions as it searches -LRB- vainly , I think -RRB- for something fresh to say",3
just enough insight to keep it from being simpleminded,3
laughed,3
95-minute commercial,0
", it may rate as the most magical and most fun family fare of this or any recent holiday season .",4
ethics,3
a strong directorial stamp,3
ultimately very satisfying,4
flamboyant female comics,3
that burn themselves upon the viewer 's memory,4
wills that is impossible to care about and is n't very funny,1
embarrassingly ham-fisted,1
this film does but feels less repetitive,3
romance,3
need to see it,3
sex jokes,2
as an exercise in gorgeous visuals,4
a hobby,2
excellent,4
"had the ability to mesmerize , astonish and entertain",4
improved .,3
"It 's all about Anakin ... and the lustrous polished visuals rich in color and creativity and , of course , special effect .",4
is too pedestrian a filmmaker to bring any edge or personality to The Rising Place that would set it apart from other Deep South stories,0
"an intelligent , realistic portrayal",4
the first computer-generated feature cartoon to feel like other movies,4
Catholic or,2
"encouraging to see a three-dimensional , average , middle-aged woman 's experience of self-discovery handled with such sensitivity",4
insightful writer\/director,3
stoner midnight flick,2
"The cast is phenomenal , especially the women .",4
undemanding action movies with all the alacrity of their Hollywood counterparts,1
a skillful filmmaker can impart a message without bludgeoning the audience over the head,4
but it makes for one of the most purely enjoyable and satisfying evenings at the movies I 've had in a while .,4
the filmmaker would disagree,1
wonderful on the big screen,4
a good human,3
by an intelligent screenplay and gripping performances,4
your affection,2
"The Bai brothers have taken an small slice of history and opened it up for all of us to understand , and",3
"from its promenade of barely clad bodies in Myrtle Beach , S.C.",2
easy to make such a worthless film,0
protect your community,3
the upbeat ending,4
The delicious trimmings,3
freshness and spirit,3
capture these musicians in full regalia,3
"A wry , affectionate delight .",4
earn their uplift,3
"it 's the work of an artist , one whose view of America , history and the awkwardness of human life is generous and deep",4
"the characters inhabit into a poem of art , music and metaphor",3
insightful enough to be fondly remembered in the endlessly challenging maze of moviegoing,3
the funniest American comedy since Graffiti Bridge,4
charming and evoking little ditty,4
If you 're looking for something new and hoping for something entertaining,3
"be one of the most appealing movies ever made about an otherwise appalling , and downright creepy , subject -- a teenage boy in love with his stepmother",4
"There are a couple of things that elevate `` Glory '' above most of its ilk , most notably the mere presence of Duvall .",3
"makes us see familiar issues , like racism and homophobia , in a fresh way .",3
I hope the movie is widely seen and debated with appropriate ferocity and thoughtfulness .,4
"It takes you somewhere you 're not likely to have seen before , but beneath the exotic surface -LRB- and exotic dancing -RRB- it 's surprisingly old-fashioned .",3
that bites off more than it can chew by linking the massacre,1
", there 's not enough intelligence , wit or innovation on the screen to attract and sustain an older crowd .",0
Not many movies have that kind of impact on me these days .,4
"the historical , philosophical",3
Miike,3
puts the dutiful efforts of more disciplined grade-grubbers,3
Norris,2
"interesting cinematic devices -LRB- cool visual backmasking -RRB- , a solid cast",4
"The town has kind of an authentic feel ,",3
the good and different,3
substitutes,2
The film rehashes several old themes and is capped with pointless extremes -- it 's insanely violent and very graphic,1
"Would be an unendurable viewing experience for this ultra-provincial New Yorker if 26-year-old Reese Witherspoon were not on hand to inject her pure fantasy character , Melanie Carmichael , with a massive infusion of old-fashioned Hollywood magic .",3
"A deft , delightful mix of sulky teen drama and overcoming-obstacles sports-movie triumph .",3
knock yourself out and enjoy the big screen postcard that is a self-glorified Martin Lawrence lovefest .,1
Beating the Austin Powers films,3
"The power of Shanghai Ghetto , a documentary by Dana Janklowicz-Mann and Amir Mann , rests in the voices of men and women , now in their 70s , who lived there in the 1940s .",3
good job,4
be damned,2
"is clever and funny , is amused by its special effects , and",4
The touch is generally light enough and,3
thrill,3
face,2
This one is not nearly as dreadful as expected .,3
Transforms one of -LRB- Shakespeare 's -RRB- deepest tragedies into a smart new comedy .,3
making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers,3
opts for a routine slasher film that was probably more fun to make than it is to sit through,1
fused with solid performances and eerie atmosphere,4
The screenplay,2
tenor and richly handsome locations,3
I thoroughly enjoyed the love story,4
a well-deserved reputation as one of the cinema world 's great visual stylists,4
The heat of the moment prevails .,3
"The ensemble cast turns in a collectively stellar performance , and",4
are in tatters,1
"the lustrous polished visuals rich in color and creativity and , of course ,",3
the film as a bonus feature,2
inspiring,3
slasher film,1
"the masses with star power , a pop-induced score",3
'm not,3
ca n't generate enough heat in this cold vacuum of a comedy to start a reaction,1
that was probably more fun to make than it is to sit through,1
"retread , hobbled by half-baked setups and sluggish pacing",0
"... enthusiastically invokes the percussion rhythm , the brass soul and the sense of fierce competition that helps make great marching bands half the fun of college football games .",3
convincing,3
David Kendall,2
wondering about the characters ' lives after the clever credits roll,3
"The art direction and costumes are gorgeous and finely detailed , and",3
writer and director Burr Steers knows the territory,3
"The off-center humor is a constant , and the ensemble gives it a buoyant delivery",4
the final day of the season,3
decent material,3
there are those who just want the Ball and Chain,3
much of the writing is genuinely witty,3
good yarn-spinner,3
this stylish film that is able to visualize schizophrenia but is still confident enough to step back and look at the sick character with a sane eye,4
's hard to understand why anyone in his right mind would even think to make the attraction a movie .,0
An energizing,3
"holographic librarian -LRB- Orlando Jones -RRB- who knows everything and answers all questions , is visually smart , cleverly written , and nicely realized",4
love .,3
"` Film aficionados can not help but love Cinema Paradiso , whether the original version or new Director 's Cut . '",3
misery,1
the director,2
grossest movie,0
"'s simply stupid , irrelevant and deeply ,",0
is a masterpiece of elegant wit and artifice .,4
deepest tragedies,1
genial romance,3
a couple of great actors hamming it up,4
harvests a few movie moment gems,3
This overproduced piece of dreck is shockingly bad and absolutely unnecessary .,0
"For a long time the film succeeds with its dark , delicate treatment of these characters and its unerring respect for them .",3
"For VeggieTales fans , this is more appetizing than a side dish of asparagus .",4
"beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers",3
"Samira Makhmalbaf as a very distinctive sensibility , working to develop her own film language with conspicuous success",4
inimitable scenes,3
"without vulgarity , sex scenes , and cussing",3
A diverse and astonishingly articulate,4
ambition,3
you appreciate the one-sided theme to Lawrence 's over-indulgent tirade,2
The film is visually dazzling,4
"Fans will undoubtedly enjoy it ,",4
"The nonstop artifice ultimately proves tiresome , with the surface histrionics failing to compensate for the paper-thin characterizations and facile situations .",0
"a caffeinated , sloppy brilliance ,",3
its accumulated enjoyment,3
"pulls the rug out from under you , just when you 're ready to hate one character , or really sympathize with another character",3
This wretchedly unfunny wannabe comedy,0
"sex , duty and love",3
perfect performance,4
While,2
fairly solid -- not to mention well edited so that it certainly does n't feel like a film that strays past the two and a half mark,3
blazingly alive and admirable on many levels,4
a solid emotional impact,4
"... a light , yet engrossing piece .",3
breezy blend,3
"'s good , hard-edged stuff , violent and a bit exploitative but also nicely done , morally alert and street-smart .",3
"Goldbacher draws on an elegant visual sense and a talent for easy , seductive pacing ... but",3
"A pretty funny movie , with most of the humor",4
navigates a fast fade into pomposity and pretentiousness,1
the dreams of youth should remain just that,2
n't,2
will likely be nominated for an Oscar next year,4
B movies,1
cleansing,3
just such a dungpile,0
enjoyed the thrill of the chill,4
his story so compellingly with us is a minor miracle,3
"might want to take a reality check before you pay the full ticket price to see `` Simone , '' and consider a DVD rental instead .",0
opens today,3
a spirit,3
The mark of a respectable summer blockbuster,3
its charms and,3
whimsicality,3
outstanding,4
"A sun-drenched masterpiece , part parlor game , part psychological case study",4
purely enjoyable that you might not even notice it,3
perfectly entertaining summer diversion,4
umpteenth,3
Greene 's,2
to frighten and disturb,2
compelled to watch the film twice or pick up a book on the subject,3
"Where Janice Beard falters in its recycled aspects , implausibility , and sags in pace , it rises in its courageousness , and comedic employment .",3
magical enough to bring off this kind of whimsy,3
's brilliant `,4
would make it a great piece to watch with kids and use to introduce video as art .,4
that takes itself all too seriously,1
"the film 's crisp , unaffected style and",3
charming and evoking,4
Beautifully shot against the frozen winter landscapes of Grenoble and Geneva,4
manage to keep things interesting,3
funny and human and,3
the film 's reach exceeds its grasp,3
"arrive on the big screen with their super-powers , their super-simple animation and their super-dooper-adorability intact",3
compelling coming-of-age drama,4
that reek of a script rewrite designed to garner the film a `` cooler '' PG-13 rating,1
a war-ravaged land that prove more potent and riveting than the unlikely story of Sarah and Harrison,2
"in its own aloof , unreachable way it 's so fascinating you wo n't be able to look away for a second .",4
It does n't matter that the film is less than 90 minutes .,3
'm giving it a strong thumbs up,4
"Handled correctly , Wilde 's play is a masterpiece of elegant wit and artifice .",4
"America , history",3
into a relationship and then,2
the cliches,1
a feat any thinking person is bound to appreciate,4
Will certainly appeal to Asian cult cinema fans and Asiaphiles interested to see what all the fuss is about .,3
Real Women Have Curves wears its empowerment on its sleeve but even its worst harangues are easy to swallow thanks to remarkable performances by Ferrera and Ontiveros .,3
been done before but never so vividly or with so much passion,4
funny moments,3
It 's lazy for a movie to avoid solving one problem by trying to distract us with the solution to another .,2
grand,4
found a cult favorite to enjoy for a lifetime,4
"It is depressing , ruthlessly pained and depraved , the movie equivalent of staring into an open wound .",0
uses lighting effects and innovative backgrounds to an equally impressive degree,3
more interesting,3
of fun or energy,3
"the director , Tom Dey , had spliced together bits and pieces of Midnight Run and 48 Hours -LRB- and , for that matter , Shrek -RRB-",3
material realm,3
concentration,3
The delicious,3
"works smoothly under the direction of Spielberg , who does a convincing impersonation here of a director enjoying himself immensely .",4
by talented writer\/director Anderson,4
stooping,1
"I 've never seen or heard anything quite like this film , and I recommend it for its originality alone",4
The film rehashes several old themes and is capped with pointless extremes,1
"A genuinely funny ensemble comedy that also asks its audience -- in a heartwarming , nonjudgmental kind of way -- to consider what we value in our daily lives",4
dupe,1
The writing is clever and the cast is appealing .,4
"Kirshner wins , but it 's close .",3
"fails on its own ,",1
` life affirming ',3
"Perfectly pitched between comedy and tragedy , hope and despair , About Schmidt instead comes far closer than many movies to expressing the way many of us live -- someplace between consuming self-absorption and insistently demanding otherness .",4
a terrible movie,0
The color sense of Stuart Little 2,3
Bartlett 's,2
as three of the most multilayered and sympathetic female characters of the year,3
transparent,2
"Hampered -- no , paralyzed -- by a self-indulgent script",1
"... is a brilliantly played , deeply unsettling experience .",3
"is energized by Volletta Wallace 's maternal fury , her fearlessness",3
as in the songs translate well to film,3
comedy-drama,2
has,2
characteristically engorged and sloppy,0
"Without resorting to camp or parody , Haynes -LRB- like Sirk , but differently -RRB- has transformed the rhetoric of Hollywood melodrama into something provocative , rich , and strange .",4
The most excruciating 86 minutes one,0
humor and heart and very talented young actors,3
"all your mateys ,",3
the humanity of its people,4
"is born out of an engaging storyline , which also is n't embarrassed to make you reach for the tissues",3
exudes the urbane sweetness that Woody Allen seems to have bitterly forsaken .,3
paralyzed,2
it the Kahlo movie Frida fans have been looking for,3
The entire movie establishes a wonderfully creepy mood .,4
affirming ',3
a battle of wills that is impossible to care about and is n't very funny,1
A soul-stirring documentary about the Israeli\/Palestinian conflict as revealed through the eyes of some children who remain curious about each other against all odds .,4
exalted,3
lavish formalism,3
seen and debated with appropriate ferocity and thoughtfulness,3
"finely crafted , finely written ,",4
eye-catching art direction,3
"a sweet , laugh-a-minute crowd pleaser",3
Collateral,3
gorgeousness,4
we 're left thinking the only reason to make the movie is because present standards allow for plenty of nudity,0
funniest jokes,3
is still,2
undeniably touched,3
the big screen postcard,2
balances both Traditional or Modern stories together in a manner that one never overwhelms the other .,3
guaranteed to put a lump in your throat while reaffirming Washington as possibly the best actor working in movies today,4
It 's just rather leaden and dull .,0
"The kind of movie that comes along only occasionally , one so unconventional , gutsy and perfectly executed it takes your breath away .",4
"... a gleefully grungy , hilariously wicked black comedy ...",4
that even the stuffiest cinema goers will laugh their \*\*\* off for an hour-and-a-half,4
what,2
Krawczyk deserves a huge amount of the credit for the film 's thoroughly winning tone,4
of fascinating performances,4
thoughtful and,3
is compelling enough,4
good-natured fun found in films like Tremors,4
the promise of digital filmmaking,3
"A full experience , a love story and a murder mystery that expands into a meditation on the deep deceptions of innocence .",3
you crave Chris Smith 's next movie,4
rather,2
", then this should keep you reasonably entertained .",3
You want the story to go on and on,4
an amiable aimlessness that keeps it from seeming predictably formulaic,3
watchable .,3
"a powerful , naturally dramatic piece of low-budget filmmaking",4
on the big screen,2
beneath,2
An hour and a half of joyful solo performance,3
"Rich in shadowy metaphor and as sharp as a samurai sword , Jiang Wen 's Devils on the Doorstep is a wartime farce in the alternately comic and gut-wrenching style of Joseph Heller or Kurt Vonnegut .",4
a love story as sanguine,1
"The impulses that produced this project ... are commendable , but",3
treasured,3
who inspired it,2
makes the film special,4
", you might want to check it out",3
"-LRB- but -RRB- from a mere story point of view , the film 's ice cold",1
martial-arts,2
entirely unprepared,1
a fan,3
watch these two together,3
the cost of moral compromise,2
"Zhuangzhuang creates delicate balance of style , text , and subtext that 's so simple and precise that anything discordant would topple the balance ,",4
lie,1
leaves you intriguingly contemplative .,3
Carmichael,3
she loves them to pieces,3
He makes you realize that deep inside righteousness can be found a tough beauty .,4
"the lustrous polished visuals rich in color and creativity and , of course , special effect",4
is to be cherished .,3
is handsome,3
of the masterful British actor Ian Holm,3
a comedic moment in this romantic comedy,3
"mounted , exasperatingly well-behaved film , which ticks off Kahlo 's lifetime milestones with the dutiful precision of a tax accountant",3
"several cliched movie structures : the road movie ,",1
Reeks of rot and hack work from start to finish .,2
It 's sweet and fluffy at the time,4
best movie work,4
a crowd-pleaser,3
"cheesy backdrops , ridiculous action sequences , and many tired jokes about men in heels",0
"'s a lovely , sad dance highlighted by Kwan 's unique directing style .",3
weirdly engaging and unpredictable character pieces,3
", like Shiner 's organizing of the big fight , pulls off enough",3
"takes a classic story , casts attractive and talented actors",4
"designed as a reverie about memory and regret ,",3
"Terrific performances , great to look at , and funny",4
"poetry and politics , obvious at times but evocative and heartfelt",3
A modestly surprising movie,3
super-wealthy megalomaniac bent on world domination and destruction,1
its company,2
lustrous polished visuals,3
unique directing style,3
viewed and treasured for its extraordinary intelligence and originality,3
"took three minutes of dialogue , 30 seconds of plot and turned them into a 90-minute movie that feels five hours long",0
"of those crass , contrived sequels that not only fails on its own , but makes you second-guess your affection for the original",0
Speaks eloquently about the symbiotic relationship between art and life .,4
the exotic surface -LRB- and exotic dancing -RRB-,3
life-changing chance encounters,3
A man leaving the screening said the film was better than Saving Private Ryan .,4
's fun,3
add up to a biting satire that has no teeth .,1
an immensely appealing couple,3
does its best,3
"the middle , the film compels",3
"the good ,",3
candy-coat,2
boy,2
comedy to start a reaction,3
kind,3
self-glorified Martin Lawrence lovefest,2
clever credits roll,3
the Great American Comedy,4
successful,4
this sneaky feel,2
sheerly beautiful,4
Middle Eastern world politics,3
that I truly enjoyed most of Mostly Martha while I ne,4
integrity,3
often inspiring,3
Hugely accomplished,3
admiring,3
're going through the motions,1
that is more complex and honest than anything represented in a Hollywood film,3
tackled a meaty subject and,3
cheery and,3
make great marching bands,3
"whimsicality , narrative discipline and serious improvisation",4
laughed so much that I did n't mind,4
"arrives at its heart , as simple self-reflection meditation",3
"is the best kind of documentary , one that makes a depleted yesterday feel very much like a brand-new tomorrow",3
alone,2
"Though few will argue that it ranks with the best of Herzog 's works , Invincible shows he 's back in form , with an astoundingly rich film .",4
sex,3
has failed him,0
can not guess why the cast and crew did n't sign a pact to burn the negative and the script and pretend the whole thing never existed .,0
speeds up,3
it plays like a reading from Bartlett 's Familiar Quotations,2
has created a brilliant motion picture,4
's insanely violent and very graphic,1
make a terrific effort at disguising the obvious with energy and innovation,3
a clever thriller with enough unexpected twists to keep our interest,4
very original,4
Analyze,2
our best achievements and other times,3
a light touch,3
"the grace to call for prevention rather than to place blame , making it one of the best war movies ever made",4
Astonishingly skillful and moving ... it could become a historically significant work as well as a masterfully made one,4
an interesting exercise by talented writer\/director Anderson,4
remains mostly undeterminable,1
"is depressing , ruthlessly pained and depraved ,",1
It 's good to see Michael Caine whipping out the dirty words and punching people in the stomach again .,3
unadulterated thrills,3
", the film is not only a love song to the movies but it also is more fully an example of the kind of lush , all-enveloping movie experience it rhapsodizes .",4
"started doing nothing but reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness , gasping at its visual delights",4
wonderfully sprawling soap opera,4
"-- as well as his cinematographer , Christopher Doyle --",2
the rest of the cast is uniformly superb,3
The Quiet American,2
", Nolan 's penetrating undercurrent of cerebral and cinemantic flair lends -LRB- it -RRB- stimulating depth .",3
so compellingly,3
ask permission for a preemptive strike,2
creates in Maelstrom a world where the bizarre is credible and the real turns magical,4
"to surprising highs , sorrowful lows and hidden impulsive niches ... gorgeous , passionate , and at times uncommonly moving",4
"itself beautifully to filming the teeming life on the reefs , making this gorgeous film a must for everyone from junior scientists to grown-up fish lovers",4
"If ever such a dependable concept was botched in execution , this is it .",0
accepting him,3
spend $ 9 on the same stuff you can get for a buck or so in that greasy little vidgame pit in the theater lobby ?,0
Intelligent and,3
"nice , light treat",3
"reacting to it - feeling a part of its grand locations , thinking urgently as the protagonists struggled , feeling at the mercy of its inventiveness",3
stumble into a relationship and then,2
in its own direction,3
There 's no real reason to see it,0
", this will be an enjoyable choice for younger kids .",4
"van der Groen , described as ` Belgium 's national treasure , ' is especially terrific as Pauline",4
may,2
which also dealt with British children rediscovering the power of fantasy during wartime,3
"This movie may not have the highest production values you 've ever seen , but",1
", this is one of the best-sustained ideas I have ever seen on the screen .",4
"It seems impossible that an epic four-hour Indian musical about a cricket game could be this good ,",3
"to Them , Tarantula and other low",2
undermining the movie 's reality and stifling its creator 's comic voice,0
"has never made a more sheerly beautiful film than this unexpectedly moving meditation on love , history , memory , resistance and artistic transcendence .",4
"Do n't judge this one too soon - it 's a dark , gritty story but it takes off in totally unexpected directions and keeps on going .",3
hews out a world and carries us effortlessly from darkness to light,3
offer audiences,3
a nifty plot line,3
"As a thoughtful and unflinching examination of an alternative lifestyle , Sex with Strangers is a success .",3
"A perceptive , good-natured movie",3
"benevolent deception , which , while it may not rival the filmmaker 's period pieces , is still very much worth seeing",3
at and not a Hollywood product,2
esoteric,3
a hilarious ode to middle America,4
the unlikely story of Sarah and Harrison,2
romantics,3
"Best indie of the year , so far .",4
a compelling piece,4
script error,1
From blushing to gushing -- Imamura squirts the screen in ` Warm Water Under a Red Bridge ',3
A-list,3
a surge through swirling rapids or a leap from pinnacle to pinnacle,2
funny and wise,3
"This is a very ambitious project for a fairly inexperienced filmmaker ,",3
"introducing an intriguing and alluring premise ,",4
", funny and beautifully",3
provide an intense experience when splashed across the immense IMAX screen,3
Run,2
nothing,1
"stereotypes in good fun , while adding a bit of heart and unsettling subject matter",3
